Width (m),Length (m),Wing Angle (degrees),Downforce (N),Speed (m/s),Cd_downforce,Cd_drag
1.64017496054259,0.2148946226359823,7.008540178769337,71.06309026106793,10.0,1.0,0.3
2.462939903482534,0.2683657553516544,-9.101227667195303,330.8889576099068,10.0,1.0,0.3
0.9991844553958992,0.1279544753252579,0.7470943753978432,9.312686777962028,10.0,1.0,0.3
1.785586096034029,0.259053462371978,11.665368586434678,34.94220591672758,10.0,1.0,0.3
1.9810364221551064,0.1403254640095489,15.33912879304589,75.80008546756783,10.0,1.0,0.3
0.6161260317999944,0.1327311885731409,0.3155074173280923,7.935744578920683,10.0,1.0,0.3
2.018862129753596,0.1328531595861986,-4.425757037087035,8.063291106355852,10.0,1.0,0.3
0.9263103092182288,0.2629149440462764,23.39720947197196,32.33142502303226,10.0,1.0,0.3
0.6626289824631988,0.23303944413924,29.376087228142083,1.6654384930426838,10.0,1.0,0.3
2.8722138431333333,0.2046130849538238,11.027607292107431,9.89845160692797,10.0,1.0,0.3
2.9140800826863984,0.1717660968247005,-3.13282856606786,49.704171166744615,10.0,1.0,0.3
2.5209933702911527,0.2754401081626216,0.8922930607747581,49.8330103206147,10.0,1.0,0.3
1.2615344229334269,0.178489021484527,-9.264372938101332,118.52008342485792,10.0,1.0,0.3
0.7441802850159597,0.2633198878943154,26.571952262419963,16.8515964230815,10.0,1.0,0.3
2.210582566280392,0.1878269817140436,-5.289956684394355,74.5736134648702,10.0,1.0,0.3
1.6003812343490034,0.1753888858849815,13.060659020570142,45.407766990554535,10.0,1.0,0.3
0.8050955871119471,0.1925359571339213,0.96220882748824,0.1951849041309888,10.0,1.0,0.3
1.7379422752781757,0.1602755748328284,12.167120100631736,64.30668727768999,10.0,1.0,0.3
0.585971302788046,0.2495218760352502,16.05681553407457,2.6140684773052665,10.0,1.0,0.3
2.7733010051969558,0.2005440780184958,23.189672148288068,253.92323910507704,10.0,1.0,0.3
1.1469499540000423,0.1464425390293634,-1.7431491295758723,2.62740717375689,10.0,1.0,0.3
2.156305710884955,0.2799149146549137,-9.560166853660782,63.15989389292008,10.0,1.0,0.3
1.2792776902235274,0.1767782442746422,-4.524574797247709,1.786422254528302,10.0,1.0,0.3
1.800170052944527,0.2087105722227977,26.0007456739242,138.69046807419576,10.0,1.0,0.3
1.8667756983581991,0.2812944221929093,24.95560310250061,67.50983839545566,10.0,1.0,0.3
0.9621361388138177,0.2248475991827984,13.896524086812333,44.555594751525376,10.0,1.0,0.3
2.9239615694113965,0.1233796081416728,14.020674417346136,1.9169545483977095,10.0,1.0,0.3
2.4378320584027864,0.287966424722695,16.60146698185022,252.87280001709848,10.0,1.0,0.3
2.848747353910473,0.2255416106142835,-2.9851488550620164,20.695036232057006,10.0,1.0,0.3
2.737068376069122,0.1669811229314172,26.576477836998396,151.70781630382348,10.0,1.0,0.3
1.9947499470277128,0.1278544145326774,6.7508209956829255,5.3226394398231305,10.0,1.0,0.3
2.804685587557792,0.2588050378540592,5.325541129979898,19.721962185399743,10.0,1.0,0.3
0.7212312551297988,0.2240145511857026,10.756708211313502,0.3081096285151063,10.0,1.0,0.3
0.989957156047863,0.2066922183952643,-8.121361328997798,26.719851481981923,10.0,1.0,0.3
0.6130682222763452,0.2787785166101915,-3.348665249756824,37.557521393331534,10.0,1.0,0.3
1.313325826908161,0.2577194422449061,19.52134465705482,1.8292127273601455,10.0,1.0,0.3
1.471693224223705,0.1303349759465502,-6.688053282994941,56.39611692663486,10.0,1.0,0.3
1.1783725794347395,0.1623444135591096,14.126084378655529,23.948427501316992,10.0,1.0,0.3
2.571843772879824,0.1496978279628931,-0.1860356127471618,56.60049396774284,10.0,1.0,0.3
1.3918833167339733,0.2487892585145354,5.571824561679062,38.918606441887725,10.0,1.0,0.3
1.2023362742184518,0.1067064869471558,1.5477494708279949,14.952221226388186,10.0,1.0,0.3
1.8567402078956208,0.2139779369742633,4.226908658597965,62.982130703400166,10.0,1.0,0.3
0.8523105624369066,0.2524917371481381,18.761836207369814,4.924007383758578,10.0,1.0,0.3
2.5054924518850994,0.2753531273523498,1.8848686249270017,19.89254818357336,10.0,1.0,0.3
0.686376609199427,0.1684163497431814,12.656185611875888,36.34858902519469,10.0,1.0,0.3
2.967217341501293,0.2642514609344025,9.042016087963988,267.0532361494553,10.0,1.0,0.3
2.4306119232416434,0.1221263473910414,16.546846614505924,18.141784982505172,10.0,1.0,0.3
0.996789203835431,0.2692904583469036,27.47318957299032,8.636410924772852,10.0,1.0,0.3
0.513805292809006,0.1254977324663964,19.30288388841001,10.770010116561748,10.0,1.0,0.3
2.538653571137085,0.1794574581120734,-1.4023848563697283,48.214697214092624,10.0,1.0,0.3
2.267143359619043,0.2594590731559107,-8.752674597548612,0.8437754734618013,10.0,1.0,0.3
2.3225179201024684,0.1299834854697547,0.4905617719930042,4.844450685454556,10.0,1.0,0.3
2.4281758667148643,0.1458502790465283,13.803117228010194,116.12838794392172,10.0,1.0,0.3
0.685111629335226,0.2444505136786132,-7.942967460629986,27.5293241730632,10.0,1.0,0.3
1.3961643213606816,0.2440073073092148,9.854649888049456,0.8306124881392762,10.0,1.0,0.3
0.7896726488128243,0.2282295265770594,13.87371395667557,5.047672562971488,10.0,1.0,0.3
2.657758564688984,0.23878968889342,3.3697556326784337,16.851525272663736,10.0,1.0,0.3
2.058245317068895,0.2085448886695192,20.83648814983288,115.48340424875715,10.0,1.0,0.3
1.327245062131623,0.1503598117813905,-5.736069874649128,0.3467987667183795,10.0,1.0,0.3
0.6588958757150591,0.1691391987007839,-6.9944887305676495,1.3264505108481397,10.0,1.0,0.3
1.2774558042891555,0.1363195433602851,19.12755024814413,66.62131076971292,10.0,1.0,0.3
1.3129583050668676,0.2816901122667257,9.819652648247938,9.825076281937054,10.0,1.0,0.3
2.32401544584516,0.216678358953224,17.53609585710944,99.35833514195376,10.0,1.0,0.3
2.093893678388033,0.1801702833527279,7.393093544149849,11.04850874454467,10.0,1.0,0.3
2.7180318564408164,0.1924011607288265,-0.1439186704357276,5.457816342136023,10.0,1.0,0.3
1.6805373129048733,0.289456667922363,22.764092706967983,21.80308073102931,10.0,1.0,0.3
0.7989856148457543,0.130670280623216,21.97663515875917,37.35859770605524,10.0,1.0,0.3
2.2831119680574874,0.2172459664033594,17.787858834177072,178.7809685661714,10.0,1.0,0.3
2.401962621542244,0.2011777357768931,0.885805489198507,160.10131608339208,10.0,1.0,0.3
1.9031929939237409,0.2222908470869295,13.609226674763484,44.66393080452782,10.0,1.0,0.3
2.4274179498864026,0.1036220367641681,4.438955877601071,53.99627673521204,10.0,1.0,0.3
1.7344889909109769,0.2744247817888303,-6.336717066934634,16.95424334229345,10.0,1.0,0.3
1.8068320734549848,0.2864236564967224,26.692543018489715,33.0093132426236,10.0,1.0,0.3
1.568852545896374,0.2130266367178417,-4.527254763241544,133.04949819456135,10.0,1.0,0.3
0.5635478168602379,0.2393301647753784,28.009494152832097,0.1960625674657817,10.0,1.0,0.3
0.7697285674832611,0.2844998762354591,7.84023091831823,1.8508153985699292,10.0,1.0,0.3
